tweet_id,created_at,text,replies,retweets,likes
2017976458866507989,2026-02-01T15:00:54.000Z,"היום, יחד עם שרת התחבורה מירי רגב וראש עיריית קריית שמונה אביחי שטרן, הענקנו מחדש רישיון להפעלתו של המנחת בקריית שמונה, צעד משמעותי נוסף בחיבור ובהזנקת הצפון קדימה.

אנחנו מזרים לצפון תחבורה אווירית, רכבתית וכבישים מהירים, ומשקיעים כאן מיליארדים בפיתוח, בדיור, בתעסוקה, בחינוך",950,353,2.8K
2010417566741651515,2026-01-11T18:24:34.000Z,"I attach enormous importance to the overall cooperation between Israel and Germany, and especially Israel and Germany on this question of cybersecurity, which is one of the main threats to our internal security, and in many ways also our infrastructure and other threats.

And I",2.4K,678,4.8K
2048336956434575521,2026-04-26T09:42:41.000Z,"Today we made three excellent appointments:

Tzipi Hotovely - Head of the National Public Diplomacy Array.

Doron Cohen - Commissioner of the Civil Service.

Col. (Res.) Nati Cohen - Head of the National Digital Array

Wishing you the greatest success for the benefit of all",848,440,3.4K
2041171135996289199,2026-04-06T15:08:16.000Z,Continuing with the Passover cleanings - crushing the Iranian enemy.,5.5K,8.1K,39K
2040058618435825929,2026-04-03T13:27:31.000Z,"Listen to Tony Bulus, Lebanese journalist and influencer >>",400,415,2.3K
2026640151275884931,2026-02-25T12:47:19.000Z,"My wife Sarah and I welcomed today our good friend, Prime Minister of India Narendra Modi, who is arriving for another historic visit to Israel.

Prime Minister Modi was here during his previous visit to the country in 2017, and I came for a reciprocal visit to India that was",171,526,3.9K
2045138465306673265,2026-04-17T13:53:01.000Z,What did we do in the north? A short explanation >>,1.9K,649,3.5K
2043034562045866155,2026-04-11T18:32:51.000Z,Watch my statement tonight >>,2.2K,1.3K,7.8K
2037161611308196267,2026-03-26T13:35:51.000Z,"We continue to strike with full force at the targets of the Iranian terror regime.

Last night, we eliminated the commander of the Revolutionary Guards' navy. This man has a lot of blood on his hands, and in addition, he was the one who led the closure of the Strait of Hormuz.",5.2K,2.6K,13K
2043703829036675285,2026-04-13T14:52:17.000Z,"Iran is weaker than ever, Israel is stronger than ever",4K,2.2K,12K
2026640139355607334,2026-02-25T12:47:17.000Z,"My wife Sara and I welcomed today our good friend, Prime Minister of India Narendra Modi, who has arrived for another historic visit to Israel.

Prime Minister Modi previously visited Israel in 2017, and I later paid a reciprocal visit to India that was truly exceptional.

We",915,4.3K,29K
2043370656780222664,2026-04-12T16:48:23.000Z,Today in Lebanon with our heroic fighters,7.8K,5.7K,32K
2048452310536495430,2026-04-26T17:21:03.000Z,"Our hearts ache for the fall of the warrior, Sergeant Idan Fox, may his memory be a blessing, in battle in southern Lebanon.

My wife and I, along with all the citizens of Israel, extend our deepest condolences to the family of Idan, may his memory be a blessing, and share in",1.4K,884,6.3K
2035473053703168504,2026-03-21T21:46:07.000Z,"This is a very difficult evening in the battle for our future. Just a short while ago, I spoke with the Mayor of Arad, Yair Maayan, and asked him to convey, on behalf of all Israeli citizens, our prayers for the peace of the injured.

I have instructed the Director General of my",16K,5.1K,24K
2043014018680422825,2026-04-11T17:11:14.000Z,"Israel under my leadership will continue to fight Iran’s terror regime and its proxies, unlike Erdogan who accommodates them and massacred his own Kurdish citizens.",22K,16K,72K
2040066983614353518,2026-04-03T14:00:46.000Z,ממשיכים להכות בחיזבאללה בכל העוצמה. כל הכבוד ללוחמים שלנו! ,1.2K,1.2K,9.7K
2043048250345726434,2026-04-11T19:27:15.000Z,"Thank you, citizens of Israel!",3K,1.3K,9.5K
2024474825058648104,2026-02-19T13:23:05.000Z,"It's thrilling every time anew to arrive at the officers' course graduation ceremony at Bahad 1.

Nothing beats our future generation. Nothing beats the upcoming commanders of the IDF.

Proud of you. ",1K,698,5.1K
2000921794945929265,2025-12-16T13:31:45.000Z,"אמש רעייתי שרה ואני הדלקנו נר שני של חנוכה בכותל המערבי עם חיילי צה״ל.

הסתכלתי בעיניים שלהם וראיתי נחישות, אומץ וגבורה. הם המכבים בני ימינו. כמו לפני 2,200 שנה, גם היום קמים גיבורים שמונעים ניסיון למחוק את עם ישראל ומגינים על עתידנו.

הטמנו פתק בין אבני הכותל להצלחת לוחמינו",424,576,4.3K
2041234914520039580,2026-04-06T19:21:42.000Z,We continue to fight with full force >>,2.2K,2.5K,13K
2043786964365606950,2026-04-13T20:22:38.000Z,אין אף עם אחר שהיה מצליח לעשות את מה שעשינו: לחולל את המהפך הכביר משואה לתקומה – תקומה עתירת הישגים שמדהימים את משפחת האומות.,2.7K,1.6K,9.4K
2010404031575830669,2026-01-11T17:30:47.000Z,"Israel is closely monitoring the events unfolding in Iran. The protests for freedom have spread throughout the country.

The people of Israel, and the entire world, stand in awe of the immense bravery of Iran's citizens.

Israel supports their struggle for freedom and strongly",9.4K,8.9K,36K
2042164776927658323,2026-04-09T08:56:39.000Z,"We continue to strike Hezbollah with force, precision, and determination.

In Beirut, we eliminated Ali Youssef Kharshi, the personal secretary of Hezbollah terror organization Secretary-General Naim Qassem and one of the people closest to him.

At the same time, overnight, the",6.9K,6.8K,35K
2045886139194630594,2026-04-19T15:24:00.000Z, ,2.9K,3.6K,27K
2041114357333909880,2026-04-06T11:22:39.000Z,"I just spoke with the Mayor of Haifa, Yona Yahav, and expressed deep sorrow over the tragic loss of life of four people in Haifa. Yona Yahav requested a few things, and I immediately instructed the Director General of my office to assist as much as possible—both to the families",1.9K,1.1K,6.4K
2041952644571242836,2026-04-08T18:53:42.000Z,"The people of Israel are marking Mimouna this evening - a holiday of brotherhood, faith, and joy.

The glorious Judaism of Spain and the lands of the East is a deep and inseparable part of me personally and of the story of the State of Israel.

This Judaism has preserved, across",3.1K,1.1K,7.9K
2048443812737957889,2026-04-26T16:47:17.000Z,They will do it again,1.7K,991,6K
2043714292193649075,2026-04-13T15:33:52.000Z,"If we hadn't acted in time—Isfahan, Natanz, Fordow, and Bushehr—would be remembered like the death camps Auschwitz, Majdanek, and Sobibor.

We are here to ensure there will be no second Holocaust.",3.4K,2.2K,11K
2043722496692670553,2026-04-13T16:06:28.000Z,"I want to express my deep appreciation to my dear friend 
@PM_ViktorOrban
 , a true friend of Israel, who stood firmly by Israel's side in the face of unjust international vilification and who supported Israel's soldiers in our just war of self-defense against brutal terrorists.",1.4K,1.6K,14K
2021646748121260142,2026-02-11T18:05:19.000Z,"Met with U.S. Secretary of State 
@marcorubio
 at Blair House in Washington.

Ahead of my meeting at the White House with President Trump, I signed Israel’s accession as a member of the “Board of Peace.”

We will continue strengthening the unbreakable alliance between Israel and",4.3K,3.1K,16K
2045910432653709340,2026-04-19T17:00:32.000Z,"אנחנו פותחים היום קו תעופה ישיר בין ישראל לארגנטינה יחד עם ידידי הנשיא חאבייר מיילי. יחד אנחנו מביאים את היחסים בינינו לגבהים חדשים! 

¡Javier querido, esto es amistad de verdad entre nuestros pueblos!
@JMilei",774,840,6.1K
2018061287431811538,2026-02-01T20:37:59.000Z,Channel 14 report from Epstein documents: Ehud Barak maintained business ties with the Qataris. Watch >>,977,624,3.1K
2008231157570076701,2026-01-05T17:36:33.000Z,"A year and a half ago, the head of the opposition stood here.

And there's a reason why you're getting four, five seats.

Because the public understands what I'm about to say.

You said to me: ""The prime minister won't leave you anything. There won't be a museum in your name.",2.5K,1.4K,7.9K
2064006656128684130,2026-06-08T15:28:28.000Z,"Important update to you, citizens of Israel >>",2.1K,1.3K,8.7K
2040675194323320975,2026-04-05T06:17:34.000Z,"To our Christian friends in Israel, the United States and around the world, we wish you a blessed and joyful Easter.

Christians are persecuted across the Middle East, in Syria, Lebanon, Nigeria, Turkey and beyond. But in our region, Israel alone protects our Christian community",10K,10K,57K
2043400718695153677,2026-04-12T18:47:50.000Z,"After it was approved by the Grunis Committee, I signed this evening on the appointment of Major General Roman Gofman to the position of the next Mossad chief.

Major General Gofman has served as my military secretary for the past two years. He is an outstanding officer—bold and",1.3K,1.3K,9.1K
2000876752256819465,2025-12-16T10:32:46.000Z,"Congratulations President-elect 
@joseantoniokast
 on your victory.
Israel looks forward to working closely with you and Chile to deepen cooperation in security, innovation, water, agriculture and economic growth to strengthen the partnership between our two democracies. ",922,2.5K,12K
2040767509343686701,2026-04-05T12:24:24.000Z,"I congratulate 
@realDonaldTrump
 on the rescue of a brave American pilot by America’s courageous warriors.

All Israelis rejoice in this remarkable operation. It proves that when free societies act with courage and determination, they can overcome the forces of darkness and",5.5K,14K,70K
2046471353432170629,2026-04-21T06:09:26.000Z,"On Israel's Memorial Day for the Fallen in its Wars, as in years past, I lay tefillin in memory of one of our heroes who fell for our revival and our freedom.

This year too, I met with the Rebbe's emissary, Rabbi Or Ziv, who brought the tefillin with him. Each time for another",1.5K,1.3K,9.4K
2039046534164042036,2026-03-31T18:25:52.000Z,"In every generation, they rise up against us to destroy us, and we have inflicted 10 plagues upon the axis of evil—and achieved 10 monumental accomplishments. Watch my statement tonight >>",2.2K,1.1K,5.5K
2045828515128373701,2026-04-19T11:35:02.000Z,"My wife and I, along with all Israeli citizens, share in the heavy grief and extend our deepest condolences to the family of the warrior Staff Sergeant (res.) Lidor Porat z""l, who fell in battle in southern Lebanon.

I wish a swift and full recovery to our fighters who were",1.5K,754,5.1K
2046290216550641902,2026-04-20T18:09:40.000Z,"Yoni was my wonderful brother. 

My North Star who helped me navigate my path through the twists and turns of life.

He served as an example and a model for me and my brother Udi, and gave us support and advice at many crossroads. 

From a young age, he possessed a rare",3.4K,4.4K,31K
2026584383243555223,2026-02-25T09:05:43.000Z,Watch: The Jewish Voice investigation reveals where the millions from Bennett and Mansour Abbas's programs went?,416,385,2.3K
2018274810321637714,2026-02-02T10:46:27.000Z,"Mr. Lapid, charge the phone.

The tweet is in the air",343,304,4.7K
2029632441661464757,2026-03-05T18:57:37.000Z,"During my last visit to the air force base in the south, I met with our air force pilots and the American pilots operating alongside us in Operation ""Roar of the Lion.""

The cooperation between the IDF and the U.S. military is historic and decisive.

We continue to operate with",2.8K,1.3K,8.1K
2001926120606716230,2025-12-19T08:02:35.000Z,"Sara and I were deeply saddened to learn of the passing of our dear friend Norman Podhoretz.

Our friendship spanned nearly half a century.

In every one of our meetings, I gleaned much

from the founts of his wisdom, the depth of his conviction and his wry wit.

The legendary",733,287,2.3K
2052336878049771726,2026-05-07T10:36:56.000Z,No terrorist has immunity. Anyone who threatens the State of Israel—his blood is upon his own head.,3.7K,2.6K,14K
2054911103692337300,2026-05-14T13:06:00.000Z,"Today I instructed my legal advisers to consider the harshest legal action against The New York Times and Nicholas Kristof. 

They defamed the soldiers of Israel and perpetuated a blood libel about rape, trying to create a false symmetry between the genocidal terrorists of Hamas",14K,14K,68K
2052502368596463990,2026-05-07T21:34:32.000Z,"Sara and I send our deepest condolences and wishes for peace and comfort to the family of Joni Lamb, a great Christian leader, broadcaster and founder of the Daystar television network that carries her legacy.",865,524,3.9K
1995863287356113352,2025-12-02T14:31:03.000Z,"הגעתי היום לבקו״ם לפגוש את המתגייסים החדשים לחיל ההנדסה הקרבית.

שמחתי לפגוש אותם רגע לפני שהם עולים על מדים ולראות דור צעיר שמבין למה הוא כאן:

להגן על מדינת ישראל, לקחת אחריות, ולהצטרף לשורות הלוחמים שעומדים בחזית.

אני מברך אתכם, מתגייסי ההנדסה הקרבית.",458,337,2.7K
2054594075890724962,2026-05-13T16:06:14.000Z,Together we will win ,2.4K,3K,13K
2009247917333270982,2026-01-08T12:56:48.000Z,"With a heavy heart, I received the bitter news of the passing of Uri Lupolianski, z""l, the man of many deeds—former Mayor of Jerusalem, founder and chairman of the 'Yad Sarah' charity organization, and a wonderful person who bridged all segments of Israeli society.

I knew Uri",1.5K,432,5.1K
2038562360638484755,2026-03-30T10:21:56.000Z,"יחד עם כל אזרחי ישראל, רעייתי ואני מוסרים את תנחומינו העמוקים למשפחתו של לוחם השריון, סמל לירן בן ציון ז״ל, שנפל בקרב בדרום לבנון.

לירן ז״ל לחם בגבורה בקו החזית כדי להגן על יישובינו ואזרחינו מפני ארגון הטרור חיזבאללה.

אנו מחבקים את משפחתו של לירן ז״ל ומשתתפים בצערה על האובדן",2.9K,806,5.3K
2003884640000487882,2025-12-24T17:45:03.000Z,"From the depths of October 7, we leaped to the heights of power and deterrence across the Middle East.",547,387,2.5K
2049889541855531112,2026-04-30T16:32:06.000Z,"Well done to our Navy! I instructed them to prevent a Hamas-supporting flotilla from reaching the shores of Gaza. The mission was carried out with complete success. No ship and no Hamas supporter reached our territory, and not even our territorial waters. They were turned back",4.7K,3.9K,21K
2026734437145211343,2026-02-25T19:01:59.000Z,"Before our joint dinner, I surprised my friend Prime Minister Modi by wearing traditional Indian attire. 
@narendramodi",2.6K,9.9K,55K
2063513056739536989,2026-06-07T06:47:05.000Z,"My wife Sarah and I express our sorrow over the passing of the beloved artist Yishai Levi, may his memory be a blessing. Yishai was a unique voice in Israeli music—a voice of soul, joy, pain, and love of humanity.

Yishai touched the hearts of millions of Israelis with his songs.",1.3K,803,7.1K
2033190035764232360,2026-03-15T14:34:14.000Z,They say I'm what? Watch >>,35K,40K,145K
2000932614140551465,2025-12-16T14:14:45.000Z,"Thousands of years ago, they tried to erase the people of Israel, the Jews, and Judaism. The decrees back then were clear: erasure and destruction. Had the Maccabees not risen up, our people would not be here.

Even today, we stand against forces that seek the same thing.
And",601,944,4.9K
2046237083535032559,2026-04-20T14:38:32.000Z,"The truth is, the wound is deeper than time. 

Time passes but does not erase the moment of the most bitter tidings - that our beloved ones are no longer among the living. 

That is how you felt - in every home and family. That is how we felt - my parents, me and my younger",1K,976,6K
2026750197309567444,2026-02-25T20:04:36.000Z,"I was thrilled to host my friend, Indian Prime Minister Narendra Modi, at the Knesset today. 

This is true friendship—between two leaders, between two nations, and between two ancient peoples.

I spoke about the strategic alliance between us, about the partnership that",619,1.2K,7.6K
1995840501795135571,2025-12-02T13:00:31.000Z,עדכון קצר ממני אליכם. צפו >>,535,444,3.1K
2000217415242723797,2025-12-14T14:52:48.000Z,"At the cornerstone-laying ceremony for the neighborhood named after my brother, Maj. (res.) Yoni Netanyahu z""l, in Dimona, I felt deep pride and great excitement.

What you see here is a battle for every apartment. If once they wanted to leave the Negev, today they want to come.",499,575,4.7K
2030572745315025262,2026-03-08T09:14:03.000Z,צפו בכתבה שהתפרסמה בערוץ i24 >>,4.6K,5.6K,26K
2034021266861003258,2026-03-17T21:37:14.000Z,"I'm here with Israel's Defense Minister, our Chief of Staff, the head of the Mossad, the Chief of Air Force, our senior commanders. In the past 24 hours, we knocked out two of the terrorist chieftains, the top terrorist chieftains of this tyranny.

Our aircraft are hitting the",10K,12K,52K
1996291224756457641,2025-12-03T18:51:31.000Z,"I am sending wishes for a speedy recovery to our heroic fighters who were wounded today in the encounter in Rafah.

The terrorist organization Hamas continues to violate the ceasefire agreement and carries out terrorist actions against our forces.

Our policy is clear: Israel",528,400,3.3K
2035707081957773574,2026-03-22T13:16:04.000Z,"Iran has proven again in the last 48 hours that it is the enemy of civilization and a danger to the free world: targeting children, families, and the elderly with terror missiles, threatening Jerusalem’s holy sites, launching long-range missiles, and trying to blackmail the world",27K,12K,41K
2061360978546032995,2026-06-01T08:15:30.000Z,"Together with all the citizens of Israel, my wife and I extend our heartfelt condolences to the family of the Maglan unit fighter, Sgt. Adam Tzarfati z""l, who fell in southern Lebanon.

Adam z""l, a brave commando fighter, fell in battle after our forces took control of the",1.6K,819,5.6K
2056985988216267207,2026-05-20T06:30:51.000Z,One important message,879,484,2.9K
2025528734707568886,2026-02-22T11:10:57.000Z,"Benny Gantz and Naftali Bennett have a problem and it's called - the archive.

So let's talk about the facts:

Prime Minister Netanyahu stopped the Qatari money during Operation ""Guardian of the Walls"" and with Naftali Bennett's entry into the Prime Ministership and Benny Gantz",1K,466,2.6K
2033938254831956091,2026-03-17T16:07:23.000Z,"Crossing names off the list is good - doing it shoulder to shoulder with our American friends is even better.

Good to see Ambassador 
@GovMikeHuckabee
. Always a pleasure.",12K,11K,45K
2035009206554677648,2026-03-20T15:02:58.000Z,"קיימתי היום הערכת מצב ביטחונית בפיקוד המרכז.

שיבחתי את פעילות צה״ל, שב״כ ומשטרת ישראל במסגרת המערכה ״שאגת הארי״. ציינתי כי מתחילת ״מלחמת התקומה״ חל שינוי משמעותי בשטח, שהתבטא בירידה דרמטית בפיגועים.

גיניתי בתוקף את מי שמגנה את מפקדי צה״ל שפועלים יומם ולילה למען ביטחון ישראל וכל",2.7K,1K,6.7K
2024759908776739111,2026-02-20T08:15:55.000Z,,519,367,2K
2052074069151907900,2026-05-06T17:12:38.000Z,עדכון קצר בפתח הקבינט הביטחוני >>,613,433,2.8K
2038143380287271154,2026-03-29T06:37:03.000Z,"My wife and I extend our heartfelt condolences to the family of Sergeant Moshe Yitzchak HaKohen Katz z""l, who fell in battle in Lebanon.

Moshe z""l immigrated to the land from the United States, enlisted in the Paratroopers Brigade, and fought bravely for the defense of our",4.6K,1.2K,8.7K
2001018976995082658,2025-12-16T19:57:55.000Z,"הערב נפגשתי בלשכתי בירושלים עם שר החוץ של הודו, סוברהמניאם ג׳אישנקר.

This evening, I met in my office in Jerusalem with India’s Minister of External Affairs, Dr. Subrahmanyam Jaishankar. 
@DrSJaishankar",272,1.4K,10K
2057101809848660429,2026-05-20T14:11:05.000Z,"I'm pleased to announce that today we approved a comprehensive plan amounting to 250 million shekels for the rescue, preservation, development, and accessibility of heritage and antiquities sites in Judea, Samaria, the Jordan Valley, and the Judean Desert.

As part of the",1.5K,913,5.7K
2026995743089684712,2026-02-26T12:20:19.000Z,"Prime Minister Narendra Modi and I visited Jerusalem’s innovation event last night. 

Israel and India are deepening a partnership that brings together talent, technology and vision - for greater security, growth and prosperity. 

Together, we’re building the future.",265,1K,7.2K
2052061591340781653,2026-05-06T16:23:03.000Z,The Joint List,1.3K,656,3.3K
2031366643545264576,2026-03-10T13:48:43.000Z,"Yesterday, I visited the National Health Command Center together with Minister of Health Haim Katz, and I received a briefing on the impressive activity of the health system during the campaign.

I met dedicated people who work around the clock to ensure medical treatment,",3.5K,1.2K,6.6K
2005622635284381706,2025-12-29T12:51:13.000Z,כתבה חשובה של איילה חסון. צפו ושתפו >>,289,372,2K
2006754239239131408,2026-01-01T15:47:48.000Z,"Yesterday in Florida, I met with leaders of the Evangelical community and Christian institutions. 

We discussed our deep historic partnership and the shared fight for values, faith, and identity. 

Terror must be confronted and defeated, not justified. 

As they stand with",2.5K,4.1K,18K
1996652555032842464,2025-12-04T18:47:19.000Z,I want to share something with you >>,6K,5K,25K
2052342421216714829,2026-05-07T10:58:58.000Z,"ברוך דיין האמת.

רעייתי שרה ואני אבלים על פטירתו של הרב אריה שטרן זצ״ל, רבה הראשי של ירושלים, תלמיד חכם גדול, איש תורה, ענווה ואהבת ישראל. 

הרב שטרן הרביץ תורה לדורות של תלמידים, האיר פנים לכל אדם, ונשא בלבו את קדושתה של ירושלים ואת תורת ארץ ישראל.

אני שולח תנחומים מעומק הלב",927,459,4.4K
2049883041175113789,2026-04-30T16:06:16.000Z,"Together with all the citizens of Israel, my wife and I mourn the fall of Golani fighter, Sergeant Liam Ben Hamo z""l, who fell in battle in southern Lebanon.

We extend our heartfelt condolences to the family of Liam z""l and share in their profound grief.

Liam z""l fought with",1.9K,755,4.6K
2004554522283131310,2025-12-26T14:06:55.000Z,"I announced today the official recognition of the Republic of Somaliland as an independent and sovereign state.

Together with Foreign Minister Sa'ar and the President of the Republic of Somaliland, we signed a joint and mutual declaration.

This declaration is in the spirit of",5K,7.5K,30K
2019403833827532986,2026-02-05T13:32:47.000Z,"My wife Sarah and I express our profound sorrow over the passing of our loyal friend, Moshe Alon, the man of the Golan.

Moshe loved the people of Israel and the land of Israel with all his heart, and at the same time contributed greatly to the ""Likud"" movement.

We will always",1.1K,335,3.8K
2003811005147533668,2025-12-24T12:52:27.000Z,"The Hamas terror organization continues to violate the ceasefire and President Trump’s 20 point plan. 

Their ongoing and continuing public refusal to disarm is an ongoing flagrant violation and again today their violent intentions and violations were confirmed by their",2.9K,2.1K,11K
2027050450206310731,2026-02-26T15:57:42.000Z,"May your journey be auspicious, my friend Prime Minister Modi.   
Thank you for the successful and meaningful visit to Israel and for your friendship.",611,4K,27K
2054603055702675879,2026-05-13T16:41:55.000Z,"אני רוצה שתלמידי ישראל יהיו הטובים ביותר בשימוש ב־ChatGPT, ב־Claude ובכלי הבינה המלאכותית המתקדמים בעולם - ועוד לפני הבגרויות",1.6K,788,4.1K
2013660612044165326,2026-01-20T17:11:16.000Z,"Congratulations to President 
@realDonaldTrump
 and the United States of America for an incredible first year of a second term - A year like no other.",5.9K,5.3K,34K
2003863336702894289,2025-12-24T16:20:24.000Z,Watch the things I said at the Wing 191 Order of Ceremony of the Air Force >>,398,319,2.1K
2028887964114403826,2026-03-03T17:39:20.000Z,"I visited Hadassah Ein Kerem Hospital today to see the injured from the collapse incident in Beit Shemesh, together with Hadassah's CEO, Prof. Yoram Weiss.

I met the medical teams and rescue crews, and thanked them for their incredible work that saves lives.

I heard firsthand",2.9K,1.4K,10K
2026734441100415237,2026-02-25T19:02:00.000Z,"לקראת ארוחת הערב המשותפת שלנו, הפתעתי את חברי ראש הממשלה מודי בלבוש הודי מסורתי.",244,346,4K
1995465950309519622,2025-12-01T12:12:11.000Z,צפו בראיון של עו״ד עמית חדד בערוץ 14 >>,463,406,2.4K
2025635757809942978,2026-02-22T18:16:13.000Z, ,711,1K,9.7K
2003154458201489693,2025-12-22T17:23:34.000Z,"אזרחי ישראל,

היום אישרה ועדת השרים לענייני חקיקה את הקמתה של ועדת חקירה ממלכתית מיוחדת לחקר אירועי ה־7 באוקטובר והנסיבות שהובילו אליהם.

זו תהיה ועדה בלתי תלויה, עם סמכויות מלאות, וללא פוליטיקאים. הרכבה ייקבע באופן שוויוני, חצי על ידי הקואליציה וחצי על ידי האופוזיציה, ותכלול",794,655,3.9K
2053727635906146385,2026-05-11T06:43:19.000Z,"My wife and I extend our heartfelt condolences to the family of Sgt. Maj. (res.) Alexander Globniov z""l, who fell near the Lebanese border.

Alexander z""l, aged 47 at the time of his falling, volunteered for reserve duty out of a deep commitment and profound sense of mission to",1.4K,913,7.3K
2053876834945700208,2026-05-11T16:36:11.000Z,Only the prime minister appoints the head of the Mossad. Roman was chosen by him to be the next head of the Mossad of the State of Israel - and he will lead the Mossad from strength to strength.,2.1K,1.9K,11K
2032347755247517738,2026-03-13T06:47:18.000Z,"Yesterday, at the press conference, I stood by the clear objectives of the campaign: striking the terror regime in Iran, continuing the fight against its proxies, and ensuring the security and future of Israel.

We are not waiting. We are initiating, we are attacking, and we are",13K,4.9K,21K
2048353151602819197,2026-04-26T10:47:02.000Z,"I was horrified by the murder in Petah Tikva of our friend Benjamin Zalka, may his memory be a blessing. I am not willing to let this pass without action. As one society, we will act together so that this does not happen again.",1K,822,5.9K
2046322234760040490,2026-04-20T20:16:54.000Z,,1.2K,903,12K
2062565648329331120,2026-06-04T16:02:25.000Z,"Today with our sweet children in Shlomi after we approved a plan of 13 billion ILS for the North. Just as we lifted up the South, with the help of the Name, we will lift up the North too.",1.2K,581,4.5K
2024024040826900927,2026-02-18T07:31:50.000Z,"""We're the poison machine? We're not even a cog.""

Likud spokesperson - Guy Levy from Moran Azulay's podcast 120 and one.

Watch >>",668,314,2K
2026995747204321660,2026-02-26T12:20:20.000Z,"Indian Prime Minister Narendra Modi and I visited the innovation event in Jerusalem last night. 

Israel and India are deepening a partnership that connects talent, technology, and vision—for security, growth, and prosperity.

Together, building the future.",81,150,1.2K
2058546285834080466,2026-05-24T13:50:55.000Z,,10K,9K,45K
2058475321544904979,2026-05-24T09:08:55.000Z,"I am relieved that President 
@realDonaldTrump
, the best friend Israel has ever had in the White House, is safe and that the attacker was neutralized before he could cause any further harm.

Political violence, including repeated attempts to assassinate President Trump, should be",4.6K,3.6K,25K
2005649909534302214,2025-12-29T14:39:36.000Z,"Last night, I held a joint conference call from Florida with entrepreneur Elon Musk, Minister of Transportation Miri Regev, and the head of the National AI Headquarters, Erez Eshel.

During the conversation, Musk accepted my invitation and Minister Regev's invitation to",572,519,4K
2006471513239859396,2025-12-31T21:04:21.000Z,"צפו בראיון שקיימתי לרשת ניוז-מקס >>

Watch the interview I did for Newsmax >>",1K,680,3.7K
2003936532000915498,2025-12-24T21:11:15.000Z,To all our Christian friends around the world - Merry Christmas!,10K,16K,85K
2001042095126007979,2025-12-16T21:29:47.000Z,צפו בדיווח של שרון גל ב״i24” >>,244,327,1.8K
2057148797864538205,2026-05-20T17:17:48.000Z,What an exciting day with our warriors - hats off to them!,1.1K,682,5.8K
2001660890458792412,2025-12-18T14:28:40.000Z,"אנחנו בימים גדולים למדינת ישראל. אלה ימים גדולים קודם כל לביטחון. אנחנו סיימנו את מבצע 'עם כלביא', ואנחנו יוצאים ממלחמת 'התקומה' עם הישגים כבירים.

 כל העולם משתאה איך המדינה הקטנה הזאת מכה בציר הרשע, באיראן ושלוחותיה.",899,621,3.4K
2050891475383173358,2026-05-03T10:53:26.000Z,Israel will be stronger than ever.,4.7K,2.6K,16K
2038998038971109836,2026-03-31T15:13:09.000Z,Will the West wake up?,1.9K,1.3K,6.1K
2005733983166873894,2025-12-29T20:13:40.000Z,"נפגשתי יחד עם רעייתי שרה ועם נשיא ארה״ב דונלד טראמפ עם משפחתו של החלל החטוף, רס״ר רן גואילי ז״ל.
@realDonaldTrump",635,549,4.8K
2028797298080166115,2026-03-03T11:39:03.000Z,"צפו בראיון המלא של ראש הממשלה בנימין נתניהו לשון האניטי ב־Fox News >>

Watch Prime Minister Benjamin Netanyahu’s full interview with Sean Hannity on Fox News >>",2.5K,2.3K,10K
2030379978668269975,2026-03-07T20:28:04.000Z,"We are in the midst of a fateful campaign for our existence.

In the past week, we have acted with strength, initiative, and determination against our enemies—and we will continue to act with all our might until we achieve all our goals.

I salute our pilots, our fighters, the",6K,3.4K,15K
2005661579212136478,2025-12-29T15:25:58.000Z,"I had a great meeting in Florida with U.S. Secretary of State Marco Rubio. 

פגישה מצוינת עם מזכיר המדינה של ארה״ב, מרקו רוביו.
@SecRubio",1.6K,1.6K,12K
2027036108228317592,2026-02-26T15:00:43.000Z,"Prime Minister of India Narendra Modi and I visited ""Yad Vashem"" today. 

In the ""Hall of Names,"" I showed him the names of my wife Sarah's family members who perished in the Holocaust. Afterward, a memorial ceremony was held, in which the Prime Minister of India laid a",84,137,1.2K
2003870433909575726,2025-12-24T16:48:36.000Z,שתפו,1.3K,878,3.1K
2053818764496367771,2026-05-11T12:45:26.000Z,צפו בראיון המיוחד של ראש הממשלה בנימין נתניהו לתוכנית 60 דקות ברשת האמריקנית CBS News >>,1.5K,1.3K,6.5K
2049176474318414004,2026-04-28T17:18:37.000Z,"Today we blew up a massive Hezbollah terror tunnel. We are destroying their terror infrastructure, we are killing dozens upon dozens of terrorists - and there's more to come.",3.5K,4.3K,20K
2045136615492731044,2026-04-17T13:45:40.000Z,"The privilege of meeting Israel's hero Ari Sfatz in the Prime Minister's office.

What a tip.

Shabbat Shalom ",1.7K,1.5K,10K
2047625296396845425,2026-04-24T10:34:48.000Z,"Today, my annual medical report was published. 

I requested to delay its publication by two months so that it wouldn't be released at the peak of the war, in order not to allow the Iranian terror regime to spread even more false propaganda against Israel. 

I ask to share with",7.6K,4.8K,33K
2036161707689537832,2026-03-23T19:22:35.000Z,"מוקדם יותר היום שוחחתי עם ידידנו הנשיא טראמפ. 

הנשיא טראמפ מאמין שיש סיכוי למנף את ההישגים הכבירים שהשגנו עם צבא ארה""ב, כדי לממש את יעדי המלחמה בהסכם - הסכם שישמור על האינטרסים החיוניים שלנו. 

במקביל, אנחנו ממשיכים לתקוף גם באיראן וגם בלבנון. אנחנו כותשים את תוכנית הטילים",5.8K,2.5K,13K
